All those who have used these government offices online - Driving licence renewal at age 70 or over,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,49,46,0,7,2,1,3,36,31,19,49,0,49,0,45,43,7,,,,,,,,,,
Unweighted Base,46,46,0,7,3,1,3,32,29,17,46,0,46,0,43,40,6,,,,,,,,,,
It saved me a lot of time,63%,63%,0%,27%,28%,0%,14%,79%,68%,56%,63%,0%,63%,0%,63%,68%,33%,,,,,,,,,,
The site was clear and easy to use,55%,54%,0%,10%,0%,0%,14%,73%,64%,41%,55%,0%,55%,0%,61%,61%,23%,,,,,,,,,,
It was less hassle than dealing with someone in person than on the phone,53%,52%,0%,41%,72%,0%,14%,60%,51%,57%,53%,0%,53%,0%,53%,58%,23%,,,,,,,,,,
It made more sense to use the internet,49%,48%,0%,65%,0%,0%,0%,56%,48%,51%,49%,0%,49%,0%,54%,55%,14%,,,,,,,,,,
I could do it outside office hours,41%,44%,0%,10%,29%,0%,52%,47%,47%,30%,41%,0%,41%,0%,42%,42%,30%,,,,,,,,,,
I could search for other relevant information at the same time,18%,17%,0%,10%,0%,100%,0%,20%,22%,12%,18%,0%,18%,0%,19%,17%,23%,,,,,,,,,,
It saved me money,15%,15%,0%,24%,0%,0%,14%,15%,8%,26%,15%,0%,15%,0%,16%,17%,0%,,,,,,,,,,
Another reason,3%,2%,0%,0%,0%,0%,0%,4%,5%,0%,3%,0%,3%,0%,3%,4%,0%,,,,,,,,,,
None of these,5%,4%,0%,0%,0%,0%,48%,3%,3%,9%,5%,0%,5%,0%,6%,6%,0%,,,,,,,,,,
Mean score,3.14,3.09,0,1.87,1.29,1,2.05,3.63,3.23,2.98,3.14,0,3.14,0,3.3,3.42,1.46,,,,,,,,,,
Standard deviation,2.05,2.03,0,1.98,0.58,0,2.64,1.95,2.02,2.15,2.05,0,2.05,0,2.06,2.06,0.91,,,,,,,,,,
Standard error,0.31,0.31,0,0.75,0.34,0,1.87,0.35,0.38,0.54,0.31,0,0.31,0,0.32,0.33,0.37,,,,,,,,,,
  ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,,,,,,,,,,,,,,,,,,,,,,,,,,,
G7-23. For this government service: Driving licence replacement - Reasons used service online,,,,,,,,,,,,,,,,,,,,,,,,,,,
All those who have used these government offices online - Driving licence replacement,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,78,72,10,15,10,17,11,14,51,26,78,0,78,0,73,66,12,,,,,,,,,,
Unweighted Base,72,72,7,12,11,16,13,13,48,24,72,0,72,0,69,62,10,,,,,,,,,,
It saved me a lot of time,67%,72%,67%,43%,93%,63%,88%,64%,71%,60%,67%,0%,67%,0%,70%,69%,55%,,,,,,,,,,
It was less hassle than dealing with someone in person than on the phone,43%,43%,33%,20%,21%,53%,58%,65%,45%,38%,43%,0%,43%,0%,43%,41%,50%,,,,,,,,,,
It made more sense to use the internet,40%,42%,29%,30%,16%,29%,74%,59%,37%,45%,40%,0%,40%,0%,42%,39%,42%,,,,,,,,,,
The site was clear and easy to use,37%,39%,16%,25%,46%,35%,48%,53%,39%,32%,37%,0%,37%,0%,37%,40%,21%,,,,,,,,,,
I could do it outside office hours,30%,32%,44%,6%,44%,30%,46%,22%,31%,28%,30%,0%,30%,0%,31%,32%,19%,,,,,,,,,,
I could search for other relevant information at the same time,21%,19%,33%,11%,8%,25%,21%,29%,10%,42%,21%,0%,21%,0%,22%,23%,11%,,,,,,,,,,
It saved me money,10%,10%,0%,8%,21%,9%,0%,22%,9%,14%,10%,0%,10%,0%,11%,12%,0%,,,,,,,,,,
Another reason,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,,,,
None of these,4%,4%,0%,11%,0%,5%,5%,0%,4%,3%,4%,0%,4%,0%,4%,2%,15%,,,,,,,,,,
Mean score,2.58,2.68,2.22,1.6,2.48,2.57,3.52,3.15,2.52,2.68,2.58,0,2.58,0,2.67,2.62,2.3,,,,,,,,,,
Standard deviation,1.79,1.79,1.03,1.3,1.3,2.03,1.49,2.44,1.61,2.13,1.79,0,1.79,0,1.8,1.84,1.5,,,,,,,,,,
Standard error,0.22,0.22,0.39,0.39,0.39,0.52,0.43,0.68,0.24,0.44,0.22,0,0.22,0,0.22,0.24,0.5,,,,,,,,,,
  ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,,,,,,,,,,,,,,,,,,,,,,,,,,,
G7-24. For this government service: Provisional driving license - Reasons used service online,,,,,,,,,,,,,,,,,,,,,,,,,,,
All those who have used these government offices online - Provisional driving license,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,55,52,23,13,12,6,0,2,22,33,55,0,55,0,54,49,6,,,,,,,,,,
Unweighted Base,52,52,21,13,11,6,0,1,21,31,52,0,52,0,51,46,6,,,,,,,,,,
It saved me a lot of time,67%,67%,70%,40%,86%,64%,0%,100%,58%,72%,67%,0%,67%,0%,68%,66%,69%,,,,,,,,,,
It was less hassle than dealing with someone in person than on the phone,43%,42%,46%,25%,42%,81%,0%,0%,36%,47%,43%,0%,43%,0%,41%,48%,0%,,,,,,,,,,
The site was clear and easy to use,36%,37%,33%,30%,47%,18%,0%,100%,22%,45%,36%,0%,36%,0%,35%,34%,53%,,,,,,,,,,
I could do it outside office hours,35%,37%,36%,18%,56%,30%,0%,0%,32%,36%,35%,0%,35%,0%,33%,37%,19%,,,,,,,,,,
It made more sense to use the internet,28%,31%,29%,34%,22%,30%,0%,0%,25%,30%,28%,0%,28%,0%,29%,29%,15%,,,,,,,,,,
I could search for other relevant information at the same time,19%,23%,20%,16%,12%,18%,0%,100%,19%,20%,19%,0%,19%,0%,20%,14%,61%,,,,,,,,,,
It saved me money,10%,10%,18%,5%,8%,0%,0%,0%,11%,10%,10%,0%,10%,0%,11%,10%,11%,,,,,,,,,,
Another reason,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,,,,
None of these,8%,6%,0%,20%,14%,0%,0%,0%,12%,5%,8%,0%,8%,0%,8%,7%,16%,,,,,,,,,,
Mean score,2.57,2.61,2.52,2.12,3.17,2.4,0,3,2.28,2.75,2.57,0,2.57,0,2.56,2.55,2.72,,,,,,,,,,
Standard deviation,1.61,1.71,1.49,1.52,1.91,1.98,0,0,1.44,1.7,1.61,0,1.61,0,1.62,1.68,0.78,,,,,,,,,,
Standard error,0.23,0.24,0.32,0.46,0.61,0.81,0,0,0.33,0.31,0.23,0,0.23,0,0.23,0.25,0.35,,,,,,,,,,
  ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,,,,,,,,,,,,,,,,,,,,,,,,,,,
G7-25. For this government service: Notification of seriously damaged vehicle - Reasons used service online,,,,,,,,,,,,,,,,,,,,,,,,,,,
All those who have used these government offices online - Notification of seriously damaged vehicle,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,7,7,2,4,0,1,0,0,5,2,7,0,7,0,7,7,1,,,,,,,,,,
Unweighted Base,7,7,1,5,0,1,0,0,5,2,7,0,7,0,7,6,1,,,,,,,,,,
It made more sense to use the internet,58%,43%,100%,27%,0%,100%,0%,0%,50%,73%,58%,0%,58%,0%,58%,63%,0%,,,,,,,,,,
I could do it outside office hours,49%,57%,0%,84%,0%,0%,0%,0%,59%,27%,49%,0%,49%,0%,49%,54%,0%,,,,,,,,,,
It was less hassle than dealing with someone in person than on the phone,41%,43%,100%,31%,0%,0%,0%,0%,13%,100%,41%,0%,41%,0%,41%,45%,0%,,,,,,,,,,
The site was clear and easy to use,28%,29%,0%,16%,0%,100%,0%,0%,41%,0%,28%,0%,28%,0%,28%,31%,0%,,,,,,,,,,
It saved me money,23%,14%,100%,0%,0%,0%,0%,0%,0%,73%,23%,0%,23%,0%,23%,26%,0%,,,,,,,,,,
It saved me a lot of time,18%,29%,0%,32%,0%,0%,0%,0%,27%,0%,18%,0%,18%,0%,18%,10%,100%,,,,,,,,,,
I could search for other relevant information at the same time,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,,,,
Another reason,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,,,,
None of these,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,,,,
Mean score,2.17,2.14,3,1.89,0,2,0,0,1.91,2.73,2.17,0,2.17,0,2.17,2.29,1,,,,,,,,,,
Standard deviation,0.97,1.07,0,1.17,0,0,0,0,1.06,0.58,0.97,0,0.97,0,0.97,0.94,0,,,,,,,,,,
Standard error,0.37,0.4,0,0.52,0,0,0,0,0.47,0.41,0.37,0,0.37,0,0.37,0.38,0,,,,,,,,,,
  ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,,,,,,,,,,,,,,,,,,,,,,,,,,,
G7-26. For this government service: Online permits/exemptions  - Reasons used service online,,,,,,,,,,,,,,,,,,,,,,,,,,,
All those who have used these government offices online - Online permits/exemptions,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,29,27,6,7,3,4,1,8,19,10,29,0,29,0,29,28,2,,,,,,,,,,
Unweighted Base,27,27,4,7,3,4,2,7,18,9,27,0,27,0,26,26,1,,,,,,,,,,
It saved me a lot of time,69%,70%,56%,65%,25%,79%,100%,88%,67%,73%,69%,0%,69%,0%,68%,67%,100%,,,,,,,,,,
I could do it outside office hours,51%,52%,28%,54%,52%,81%,39%,54%,50%,53%,51%,0%,51%,0%,50%,54%,0%,,,,,,,,,,
It was less hassle than dealing with someone in person than on the phone,38%,41%,44%,19%,0%,60%,0%,61%,49%,19%,38%,0%,38%,0%,36%,41%,0%,,,,,,,,,,
It made more sense to use the internet,35%,37%,21%,26%,24%,34%,39%,58%,39%,28%,35%,0%,35%,0%,36%,37%,0%,,,,,,,,,,
The site was clear and easy to use,27%,30%,0%,10%,0%,60%,100%,43%,33%,15%,27%,0%,27%,0%,25%,29%,0%,,,,,,,,,,
I could search for other relevant information at the same time,24%,22%,48%,28%,0%,34%,0%,11%,22%,29%,24%,0%,24%,0%,25%,26%,0%,,,,,,,,,,
It saved me money,2%,4%,0%,10%,0%,0%,0%,0%,4%,0%,2%,0%,2%,0%,2%,2%,0%,,,,,,,,,,
Another reason,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,,,,
None of these,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,,,,
Mean score,2.47,2.56,1.96,2.11,1,3.5,2.78,3.15,2.63,2.16,2.47,0,2.47,0,2.42,2.56,1,,,,,,,,,,
Standard deviation,1.73,1.8,1.09,1.86,0,2.5,1.74,1.75,1.94,1.26,1.73,0,1.73,0,1.73,1.74,0,,,,,,,,,,
Standard error,0.33,0.35,0.55,0.7,0,1.25,1.23,0.66,0.46,0.42,0.33,0,0.33,0,0.34,0.34,0,,,,,,,,,,
  ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,,,,,,,,,,,,,,,,,,,,,,,,,,,
G7-1. For this government service: Summary - Reasons used service online,,,,,,,,,,,,,,,,,,,,,,,,,,,
All those who have used these government offices online,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,G7. For this government service: Summary - Reasons used service online,,,,,,,,,,,,,,,,,,,,,,,,,
,Unwtd Total,Tax disc (vehicle licence) (a),PAYE (Income Tax) (b),TV Licensing (c),Income Tax Self-Assessment (d),Land Register Official Copy (e),Passport (f),Criminal Records Bureau Check (g),Land Register View (h),"UKBA forms (e.g. for visas, nationality) (i)",Court fines (j),Land Register Official Search (k),Change of driving license address (l),"Birth, death or marriage certificate (m)",Corporation Tax (n),Searched Index Map (SIM) (o),Immigration enquiry (p),Job seekers allowance (q),Mock driver theory test (r),Student loan (s),Planning application (t),Driving licence ten year renewal (u),Driving licence renewal at age 70 or over (v),Driving licence replacement (w),Provisional driving license (x),Notification of seriously damaged vehicle (y),Online permits/exemptions (z)
Base,0,353,111,303,113,17,167,23,27,32,18,16,54,66,21,16,25,67,34,62,55,65,49,78,55,7,29
Unweighted Base,0,331,103,291,107,17,159,22,25,29,17,16,53,63,20,15,25,55,36,65,54,59,46,72,52,7,27
It saved me a lot of time,0%,88%,59%,79%,68%,35%,64%,61%,55%,73%,36%,65%,66%,57%,64%,38%,68%,63%,64%,59%,53%,70%,63%,67%,67%,18%,69%
It was less hassle than dealing with someone in person than on the phone,0%,49%,43%,46%,56%,73%,36%,21%,31%,38%,43%,41%,46%,35%,19%,47%,21%,50%,19%,43%,29%,39%,53%,43%,43%,41%,38%
I could do it outside office hours,0%,58%,34%,45%,56%,45%,44%,33%,39%,43%,41%,24%,44%,44%,31%,27%,23%,45%,23%,41%,43%,38%,41%,30%,35%,49%,51%
The site was clear and easy to use,0%,57%,37%,51%,50%,39%,40%,28%,39%,35%,26%,44%,30%,32%,21%,35%,28%,41%,22%,45%,31%,32%,55%,37%,36%,28%,27%
It made more sense to use the internet,0%,56%,30%,44%,50%,32%,34%,21%,33%,41%,16%,35%,41%,36%,25%,31%,35%,29%,29%,38%,44%,40%,49%,40%,28%,58%,35%
I could search for other relevant information at the same time,0%,13%,31%,14%,25%,23%,18%,7%,26%,18%,27%,30%,18%,23%,8%,26%,45%,32%,29%,24%,28%,22%,18%,21%,19%,0%,24%
It saved me money,0%,8%,10%,8%,10%,14%,6%,9%,8%,2%,11%,16%,4%,7%,8%,14%,14%,13%,7%,5%,8%,8%,15%,10%,10%,23%,2%
Another reason,0%,2%,3%,2%,3%,0%,1%,6%,0%,0%,0%,0%,1%,1%,12%,0%,0%,1%,0%,6%,4%,1%,3%,0%,0%,0%,0%
None of these,0%,1%,4%,1%,3%,3%,3%,0%,0%,0%,7%,0%,1%,4%,4%,0%,5%,1%,0%,3%,1%,2%,5%,4%,8%,0%,0%
Mean score,0,3.35,2.57,2.9,3.27,2.69,2.5,1.85,2.31,2.48,2.16,2.54,2.52,2.44,1.95,2.18,2.47,2.75,1.93,2.67,2.43,2.55,3.14,2.58,2.57,2.17,2.47
Standard deviation,0,1.77,1.79,1.79,1.72,1.99,1.77,1.45,1.67,1.8,1.52,1.99,1.82,1.73,1.38,1.75,1.79,2.03,1.34,1.54,1.8,1.82,2.05,1.79,1.61,0.97,1.73
Standard error,0,0.1,0.18,0.11,0.17,0.5,0.14,0.31,0.33,0.33,0.38,0.5,0.25,0.22,0.32,0.45,0.37,0.28,0.22,0.19,0.25,0.24,0.31,0.22,0.23,0.37,0.33
,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,,,,,,,,,,,,,,,,,,,,,,,,,,,
G8-1-1. Tax disc (vehicle licence) - (AND how satisfied or unsatisfied were you with the online experience.),,,,,,,,,,,,,,,,,,,,,,,,,,,
All those who have used these government offices online - Tax disc (vehicle licence),,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,353,331,27,48,68,71,59,81,195,158,353,0,353,0,338,332,21,,,,,,,,,,
Unweighted Base,331,331,21,47,64,66,63,70,188,143,331,0,331,0,319,309,22,,,,,,,,,,
Very unsatisfied (1.),7%,7%,0%,4%,9%,6%,9%,7%,4%,9%,7%,0%,7%,0%,6%,7%,3%,,,,,,,,,,
Quite unsatisfied (2.),3%,2%,6%,4%,2%,4%,0%,3%,4%,2%,3%,0%,3%,0%,3%,3%,4%,,,,,,,,,,
Quite satisfied (3.),25%,25%,45%,41%,17%,23%,17%,21%,28%,20%,25%,0%,25%,0%,25%,23%,46%,,,,,,,,,,
Very satisfied (4.),66%,66%,49%,50%,72%,68%,74%,69%,64%,69%,66%,0%,66%,0%,66%,67%,46%,,,,,,,,,,
Summary,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unsatisfied,9%,9%,6%,8%,11%,10%,9%,10%,8%,11%,9%,0%,9%,0%,9%,10%,8%,,,,,,,,,,
Satisfied,91%,91%,94%,92%,89%,90%,92%,90%,92%,89%,91%,0%,91%,0%,91%,91%,92%,,,,,,,,,,
Mean score,3.5,3.5,3.42,3.38,3.52,3.52,3.57,3.52,3.52,3.48,3.5,0,3.5,0,3.51,3.51,3.35,,,,,,,,,,
Standard deviation,0.84,0.84,0.62,0.76,0.92,0.83,0.88,0.86,0.76,0.93,0.84,0,0.84,0,0.83,0.84,0.74,,,,,,,,,,
Standard error,0.05,0.05,0.14,0.11,0.11,0.1,0.11,0.1,0.06,0.08,0.05,0,0.05,0,0.05,0.05,0.16,,,,,,,,,,
  ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,,,,,,,,,,,,,,,,,,,,,,,,,,,
G8-1-2. PAYE (Income Tax) - (AND how satisfied or unsatisfied were you with the online experience.),,,,,,,,,,,,,,,,,,,,,,,,,,,
All those who have used these government offices online - PAYE (Income Tax),,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,111,103,19,20,21,19,14,18,67,45,111,0,111,0,110,89,22,,,,,,,,,,
Unweighted Base,103,103,15,20,19,18,14,17,63,40,103,0,103,0,102,84,19,,,,,,,,,,
Very unsatisfied (1.),4%,4%,0%,4%,7%,5%,0%,5%,4%,4%,4%,0%,4%,0%,4%,3%,4%,,,,,,,,,,
Quite unsatisfied (2.),9%,9%,17%,12%,0%,12%,0%,14%,8%,11%,9%,0%,9%,0%,10%,7%,19%,,,,,,,,,,
Quite satisfied (3.),50%,51%,46%,47%,46%,41%,83%,43%,56%,41%,50%,0%,50%,0%,50%,51%,43%,,,,,,,,,,
Very satisfied (4.),37%,37%,37%,38%,47%,42%,17%,38%,33%,45%,37%,0%,37%,0%,37%,38%,35%,,,,,,,,,,
Summary,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unsatisfied,13%,13%,17%,16%,7%,17%,0%,19%,12%,14%,13%,0%,13%,0%,13%,11%,23%,,,,,,,,,,
Satisfied,87%,87%,83%,85%,93%,83%,100%,81%,88%,86%,87%,0%,87%,0%,87%,89%,77%,,,,,,,,,,
Mean score,3.21,3.2,3.2,3.19,3.33,3.21,3.17,3.14,3.17,3.27,3.21,0,3.21,0,3.2,3.24,3.08,,,,,,,,,,
Standard deviation,0.76,0.76,0.72,0.8,0.82,0.85,0.39,0.86,0.73,0.8,0.76,0,0.76,0,0.76,0.73,0.85,,,,,,,,,,
Standard error,0.07,0.07,0.19,0.18,0.19,0.2,0.1,0.21,0.09,0.13,0.07,0,0.07,0,0.07,0.08,0.2,,,,,,,,,,
  ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,,,,,,,,,,,,,,,,,,,,,,,,,,,
G8-1-3. TV Licensing - (AND how satisfied or unsatisfied were you with the online experience.),,,,,,,,,,,,,,,,,,,,,,,,,,,
All those who have used these government offices online - TV Licensing,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,303,291,46,61,56,49,45,46,161,142,303,0,303,0,293,283,21,,,,,,,,,,
Unweighted Base,291,291,37,62,56,48,47,41,154,137,291,0,291,0,283,270,21,,,,,,,,,,
Very unsatisfied (1.),4%,4%,2%,0%,6%,2%,4%,9%,2%,5%,4%,0%,4%,0%,3%,4%,0%,,,,,,,,,,
Quite unsatisfied (2.),3%,3%,2%,5%,4%,3%,2%,2%,5%,2%,3%,0%,3%,0%,3%,3%,8%,,,,,,,,,,
Quite satisfied (3.),34%,34%,58%,45%,22%,36%,26%,16%,36%,32%,34%,0%,34%,0%,35%,33%,42%,,,,,,,,,,
Very satisfied (4.),59%,59%,38%,49%,68%,60%,69%,74%,58%,61%,59%,0%,59%,0%,59%,60%,50%,,,,,,,,,,
Summary,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unsatisfied,7%,7%,4%,5%,10%,5%,5%,11%,7%,7%,7%,0%,7%,0%,6%,7%,8%,,,,,,,,,,
Satisfied,93%,93%,96%,95%,90%,95%,95%,89%,93%,93%,93%,0%,93%,0%,94%,93%,92%,,,,,,,,,,
Mean score,3.49,3.48,3.33,3.44,3.51,3.53,3.6,3.54,3.49,3.49,3.49,0,3.49,0,3.5,3.49,3.42,,,,,,,,,,
Standard deviation,0.73,0.73,0.61,0.6,0.84,0.66,0.71,0.91,0.68,0.78,0.73,0,0.73,0,0.71,0.73,0.65,,,,,,,,,,
Standard error,0.04,0.04,0.1,0.08,0.11,0.09,0.1,0.14,0.05,0.07,0.04,0,0.04,0,0.04,0.04,0.14,,,,,,,,,,
  ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,,,,,,,,,,,,,,,,,,,,,,,,,,,
G8-1-4. Income Tax Self-Assessment - (AND how satisfied or unsatisfied were you with the online experience.),,,,,,,,,,,,,,,,,,,,,,,,,,,
All those who have used these government offices online - Income Tax Self-Assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,113,107,8,10,26,21,25,24,63,50,113,0,113,0,110,103,10,,,,,,,,,,
Unweighted Base,107,107,7,12,23,20,24,21,63,44,107,0,107,0,104,98,9,,,,,,,,,,
Very unsatisfied (1.),1%,1%,0%,0%,0%,0%,3%,0%,1%,0%,1%,0%,1%,0%,1%,1%,0%,,,,,,,,,,
Quite unsatisfied (2.),11%,9%,0%,13%,4%,18%,0%,27%,12%,10%,11%,0%,11%,0%,11%,10%,23%,,,,,,,,,,
Quite satisfied (3.),42%,42%,36%,51%,38%,37%,65%,26%,45%,39%,42%,0%,42%,0%,43%,40%,69%,,,,,,,,,,
Very satisfied (4.),46%,48%,65%,37%,58%,46%,32%,47%,42%,51%,46%,0%,46%,0%,46%,50%,8%,,,,,,,,,,
Summary,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unsatisfied,12%,10%,0%,13%,4%,18%,3%,27%,13%,10%,12%,0%,12%,0%,12%,10%,23%,,,,,,,,,,
Satisfied,89%,90%,100%,87%,96%,82%,97%,73%,87%,90%,89%,0%,89%,0%,88%,90%,77%,,,,,,,,,,
Mean score,3.34,3.36,3.64,3.24,3.54,3.28,3.26,3.2,3.28,3.41,3.34,0,3.34,0,3.33,3.39,2.85,,,,,,,,,,
Standard deviation,0.7,0.69,0.51,0.7,0.58,0.77,0.61,0.86,0.71,0.67,0.7,0,0.7,0,0.7,0.69,0.57,,,,,,,,,,
Standard error,0.07,0.07,0.19,0.2,0.12,0.17,0.13,0.19,0.09,0.1,0.07,0,0.07,0,0.07,0.07,0.19,,,,,,,,,,
  ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,,,,,,,,,,,,,,,,,,,,,,,,,,,
G8-1-5. Land Register Official Copy - (AND how satisfied or unsatisfied were you with the online experience.),,,,,,,,,,,,,,,,,,,,,,,,,,,
All those who have used these government offices online - Land Register Official Copy,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
